Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/11  19:00:00,21404831.328878015,21404831.328878015,0.0 
 01/11  20:00:00,9983935.254119202,9983935.254119204,0.0 
 01/11  21:00:00,8999331.820964705,8999331.820964705,0.0 
 01/11  22:00:00,8999331.820964705,8999331.820964705,0.0 
 01/11  23:00:00,8113188.731125657,8113188.731125657,0.0 
 01/11  24:00:00,6365454.451684226,6365454.451684226,0.0 
 01/12  01:00:00,9019604.825749658,9019604.82574966,0.0 
 01/12  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/12  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/12  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/12  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/12  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/12  07:00:00,27772052.08510379,27772052.085103795,0.0 
 01/12  08:00:00,33574297.89916711,33574297.89916711,838388.9349392874 
 01/12  09:00:00,33322833.783865567,33322833.78386558,0.0 
 01/12  10:00:00,31195284.19783365,31195284.197833654,0.0 
 01/12  11:00:00,29421504.45012308,29421504.45012308,0.0 
 01/12  12:00:00,29769820.595630765,29769820.59563077,0.0 
 01/12  13:00:00,28241446.56862145,28241446.568621453,0.0 
 01/12  14:00:00,28386996.535872903,28386996.535872906,0.0 
 01/12  15:00:00,27422408.38404758,27422408.38404759,0.0 
 01/12  16:00:00,28853919.58819572,28853919.588195723,0.0 
 01/12  17:00:00,31091088.997724142,31091088.997724146,0.0 
 01/12  18:00:00,30920652.847447522,30920652.84744753,0.0 
 01/12  19:00:00,28943704.309854437,28943704.309854433,0.0 
 01/12  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/12  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/12  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/12  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/12  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/13  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  07:00:00,32371811.151063614,32371811.15106361,1714278.0624578586 
 01/13  08:00:00,36476695.14106325,36476695.14106324,7466263.943249892 
 01/13  09:00:00,35533517.24245368,35533517.24245369,0.0 
 01/13  10:00:00,35190290.10370509,35190290.10370509,0.0 
 01/13  11:00:00,32531060.16777104,32531060.16777104,0.0 
 01/13  12:00:00,31486602.902280126,31486602.90228013,0.0 
 01/13  13:00:00,30784542.232104838,30784542.23210484,0.0 
 01/13  14:00:00,30713019.84742883,30713019.847428836,0.0 
 01/13  15:00:00,29171830.168406773,29171830.16840678,0.0 
 01/13  16:00:00,29957906.8870914,29957906.887091406,0.0 
 01/13  17:00:00,31443678.887253158,31443678.887253165,0.0 
 01/13  18:00:00,33230424.419151776,33230424.419151776,37750.56938942523 
 01/13  19:00:00,30635148.165548883,30635148.165548876,0.0 
 01/13  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/13  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/13  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/13  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/13  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/14  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  07:00:00,7595938.596677196,7595938.596677196,0.0 
 01/14  08:00:00,5945428.596677196,5945428.596677196,0.0 
 01/14  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/14  10:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  11:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  12:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  13:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  15:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  16:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  17:00:00,5045428.596677196,5045428.596677196,0.0 
 01/14  18:00:00,6920938.596677196,6920938.596677196,0.0 
 01/14  19:00:00,6695938.596677196,6695938.596677196,0.0 
 01/14  20:00:00,5894038.596677196,5894038.596677196,0.0 
 01/14  21:00:00,5894038.596677196,5894038.596677196,0.0 
 01/14  22:00:00,6344038.596677196,6344038.596677196,0.0 
 01/14  23:00:00,5894038.596677196,5894038.596677196,0.0 
 01/14  24:00:00,5894038.596677196,5894038.596677196,0.0 
