Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/02  14:00:00,48068975.50833799,48068975.50833798,4406935.25631538 
 01/02  15:00:00,46515569.37539768,46515569.37539769,3554174.548224072 
 01/02  16:00:00,50700568.08151749,50700568.08151749,4958855.683366783 
 01/02  17:00:00,52535784.60564363,52535784.60564363,6367233.16132852 
 01/02  18:00:00,46574547.347916424,46574547.34791642,26775306.9644379 
 01/02  19:00:00,40749895.25148001,40749895.25148001,25734585.87595233 
 01/02  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/02  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/02  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/02  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/02  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/03  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/03  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/03  03:00:00,10589428.391776841,10589428.391776843,1083005.2418798944 
 01/03  04:00:00,11141533.106605794,11141533.106605794,2167456.7861060007 
 01/03  05:00:00,12326999.199285837,12326999.199285837,2627573.2604158 
 01/03  06:00:00,12002585.365000056,12002585.365000058,3123732.5920002144 
 01/03  07:00:00,19105962.87108028,19105962.87108028,87815560.99644476 
 01/03  08:00:00,19593001.42067757,19593001.420677572,90107760.51394631 
 01/03  09:00:00,28829030.506571125,28829030.506571133,77837518.73658712 
 01/03  10:00:00,43646529.813265,43646529.813265,26386033.831747413 
 01/03  11:00:00,46172837.402204394,46172837.40220441,7324487.606544983 
 01/03  12:00:00,45090667.333825074,45090667.333825074,3988538.869618803 
 01/03  13:00:00,42676177.0677537,42676177.0677537,7292139.448239151 
 01/03  14:00:00,41096198.98129819,41096198.9812982,894272.8713596698 
 01/03  15:00:00,38247880.39917633,38247880.39917634,522404.47896096983 
 01/03  16:00:00,39522350.501534656,39522350.50153467,869169.1870969036 
 01/03  17:00:00,43138450.21799573,43138450.21799575,1389094.253195607 
 01/03  18:00:00,41401426.44476634,41401426.44476634,14819682.28442148 
 01/03  19:00:00,37488954.17896106,37488954.17896106,10469079.313138498 
 01/03  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/03  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/03  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/03  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/03  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/04  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/04  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/04  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/04  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/04  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/04  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/04  07:00:00,38452322.3478423,38452322.3478423,37715941.18878821 
 01/04  08:00:00,40892008.53122264,40892008.53122264,42460313.99423008 
 01/04  09:00:00,46607645.185978696,46607645.18597869,5497421.7520643985 
 01/04  10:00:00,41141491.06294103,41141491.06294103,72486.3735951193 
 01/04  11:00:00,37504016.20291962,37504016.20291962,0.0 
 01/04  12:00:00,38482522.12071427,38482522.12071428,0.0 
 01/04  13:00:00,36290546.96262558,36290546.96262558,0.0 
 01/04  14:00:00,32614929.98583343,32614929.985833436,0.0 
 01/04  15:00:00,30015057.800590143,30015057.800590143,0.0 
 01/04  16:00:00,31312813.87283989,31312813.872839898,0.0 
 01/04  17:00:00,33834532.740748785,33834532.74074879,0.0 
 01/04  18:00:00,33585730.25863994,33585730.25863994,0.0 
 01/04  19:00:00,29186045.677493855,29186045.67749385,0.0 
 01/04  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/04  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/04  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/04  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/04  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/05  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/05  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/05  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/05  04:00:00,8794604.825749658,8794604.82574966,0.0 
 01/05  05:00:00,9019604.825749658,9019604.82574966,0.0 
 01/05  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/05  07:00:00,31784810.408403255,31784810.408403255,597244.6951333494 
 01/05  08:00:00,34268183.224578455,34268183.224578455,0.0 
 01/05  09:00:00,36621612.48876937,36621612.48876937,0.0 
 01/05  10:00:00,33237161.82207648,33237161.822076485,0.0 
 01/05  11:00:00,28542273.018293016,28542273.018293023,0.0 
 01/05  12:00:00,29480838.526286785,29480838.526286796,0.0 
 01/05  13:00:00,26326617.80177074,26326617.80177074,0.0 
 01/05  14:00:00,28342003.669359125,28342003.669359133,0.0 
 01/05  15:00:00,27191419.657387186,27191419.657387193,0.0 
 01/05  16:00:00,28482343.80099977,28482343.80099978,0.0 
 01/05  17:00:00,30431676.323885825,30431676.32388583,0.0 
 01/05  18:00:00,25999691.59543667,25999691.595436677,0.0 
 01/05  19:00:00,23197371.186293885,23197371.18629389,0.0 
 01/05  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/05  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/05  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/05  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/05  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/06  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/06  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/06  03:00:00,8794604.825749658,8794604.82574966,0.0 
 01/06  04:00:00,8794604.825749658,8794604.82574966,0.0 
 01/06  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/06  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/06  07:00:00,27769185.773232374,27769185.773232378,0.0 
 01/06  08:00:00,31541369.269097447,31541369.269097447,0.0 
 01/06  09:00:00,31703994.366688743,31703994.366688747,0.0 
 01/06  10:00:00,28893615.697461955,28893615.697461963,0.0 
 01/06  11:00:00,27328402.02762001,27328402.027620018,0.0 
 01/06  12:00:00,28491444.406047687,28491444.406047687,0.0 
 01/06  13:00:00,25418979.480658893,25418979.480658896,0.0 
 01/06  14:00:00,28763352.43210222,28763352.432102226,0.0 
 01/06  15:00:00,27713857.93853777,27713857.93853777,0.0 
 01/06  16:00:00,28901776.16603507,28901776.16603508,0.0 
 01/06  17:00:00,29836623.798185322,29836623.798185326,0.0 
 01/06  18:00:00,25343092.256385032,25343092.25638504,0.0 
 01/06  19:00:00,23846526.22449612,23846526.22449612,0.0 
 01/06  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/06  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/06  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/06  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/06  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/07  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  07:00:00,7595938.596677196,7595938.596677196,0.0 
 01/07  08:00:00,5945428.596677196,5945428.596677196,0.0 
 01/07  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/07  10:00:00,4720258.596677196,4720258.596677196,0.0 
 01/07  11:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  12:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  13:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  15:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  16:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  17:00:00,5270428.596677196,5270428.596677196,0.0 
 01/07  18:00:00,7595938.596677196,7595938.596677196,0.0 
 01/07  19:00:00,7595938.596677196,7595938.596677196,0.0 
 01/07  20:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  21:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  22:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  24:00:00,6794038.596677196,6794038.596677196,0.0 
