Date/Time,CORE_ZN:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_4:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CORE_ZN:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_1:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_2:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_3:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_4:Zone Thermal Comfort Fanger Model PMV [](Hourly) 
 01/30  08:00:00,22.609832038251806,22.339293003831724,21.109600765382993,20.986306038506385,22.607865647570637,-5.72767346758853,-0.5911608342422101,-0.6333689266595142,-0.9797276533688101,-1.0477685072520322,-0.7346531276742007 
 01/30  09:00:00,22.60999730084047,22.607137229428105,21.109997911292865,22.17563982427422,22.609993588566397,-2.5348857571059384,-0.5231337536489168,-0.5318896004305167,-0.9128596386976938,-0.7901903046075863,-0.6590507679641018 
 01/30  10:00:00,22.609999999202095,22.60999874111443,21.109999997831416,22.604524369251408,22.60999998915545,0.772979975571479,-0.4713520521744931,-0.49666270688185415,-0.8754429528396743,-0.6572179904280768,-0.6112629532505985 
 01/30  11:00:00,22.609999999999747,22.609999999406753,20.56424868578311,22.61013281976545,22.60999999998035,2.695846229832139,-0.4370660188150617,-0.4744295796143206,-0.9358018036840493,-0.6105749216082592,-0.5777508529598353 
 01/30  12:00:00,22.61,22.609999999999708,21.077417087019498,22.61000978840999,22.609999999999957,5.393594624505155,-0.4079450589057692,-0.4556864501856592,-0.846539773623032,-0.578812361010567,-0.5503354285165223 
 01/30  13:00:00,22.61,22.61,20.561530402767264,22.610000002852907,22.61,6.908157691739143,-0.38594238465804354,-0.4549274363375359,-0.9029646594145806,-0.5601804015127536,-0.5325369293579353 
 01/30  14:00:00,22.61,22.61,21.076410162324404,22.610000000000866,22.61,8.843052600656424,-0.3596148365171969,-0.43661398756919056,-0.8146939556271677,-0.5364125776812525,-0.5075255775378131 
 01/30  15:00:00,22.610000000000003,22.61,20.55855852275132,22.61,22.61,10.954720218767564,-0.33919014277956094,-0.41280775608500797,-0.8698626614209564,-0.5136938201097574,-0.4825635896099972 
 01/30  16:00:00,22.61,22.61,21.0752383968621,22.610000000000003,22.61,10.789804348635977,-0.32881145655796307,-0.3889535293057865,-0.7884294971997016,-0.49613936505670325,-0.4527055386703593 
 01/30  17:00:00,22.609999999999996,22.610000000000003,21.10994946619109,22.609999999999996,22.61,9.956326509108795,-0.3157184766876112,-0.3639835568989942,-0.7617001105762807,-0.48259314173480805,-0.4031276772096377 
 01/30  18:00:00,22.61,22.61,21.109999922418623,22.61,22.61,6.241505808899527,-0.3205436102807533,-0.4032806112837224,-0.7649094469514672,-0.487972482085692,-0.4414322502228223 
 01/30  19:00:00,22.61,22.610000000000003,21.10999999988246,22.61,22.61,1.7703589631077064,-0.3396176617838016,-0.42544923749711777,-0.7739476967676095,-0.4993373144078441,-0.4600700223469792 
 01/30  20:00:00,21.168280655109772,20.477687407702152,18.85556379646667,19.484285754995867,19.86458984305489,-1.3869628118528876,-0.5471054937191056,-0.7413153148817712,-1.1022249382346399,-0.9588261147712079,-0.8658542456579508 
 01/30  21:00:00,20.706957160361323,19.677725967659157,18.124817468447656,18.516240792702774,18.949192437294872,-3.5514146063808485,-0.6288406076093578,-0.8961359760188715,-1.2478022929702923,-1.1509767373551998,-1.0489078961260643 
 01/30  22:00:00,20.4523078539753,19.48964921404832,17.921087349112202,18.256461862371573,18.68459274954366,-2.991093091053984,-0.6684850141809624,-0.9448203251171019,-1.2979985811252799,-1.2150172971334041,-1.1152269202014262 
 01/30  23:00:00,20.257803883768567,19.23973232288236,17.67246742094979,17.96976951962514,18.3784884280955,-1.7713310455374045,-0.7020111611429322,-0.9965684466428242,-1.3484199943639708,-1.2742251577205301,-1.179025211554149 
 01/30  24:00:00,20.047717208971925,19.035266826099843,17.46804513015917,17.732760654613987,18.134576804727857,-1.4456107503137101,-0.7415640999325168,-1.0416124573740322,-1.392820282741112,-1.3253742129100026,-1.232922870434108 
 01/31  01:00:00,20.172687705442037,19.01725617110653,17.478746137606162,17.73473267378323,18.110794255640013,-2.397489697175698,-0.7342626026530379,-1.0622032525547167,-1.4064927387027997,-1.3420345916505474,-1.2543644632493647 
